,index,name,page_image,title,page_link,cluster_name,cluster_proba
212,212,연놈,https://shared-comic.pstatic.net/thumb/webtoon/667573/3/inst_thumbnail_20151222153012.jpg,3화. 3년.. 여전히 다른 우리(3),https://comic.naver.com/webtoon/detail?titleId=667573&no=3&weekday=wed,6,0.9913242
213,213,연놈,https://shared-comic.pstatic.net/thumb/webtoon/667573/4/inst_thumbnail_20151229133046.jpg,"4화. 마음에도 없는, 아니 없길 바라는 말",https://comic.naver.com/webtoon/detail?titleId=667573&no=4&weekday=wed,17,0.9996749
214,214,연놈,https://shared-comic.pstatic.net/thumb/webtoon/667573/5/inst_thumbnail_20160105152026.jpg,5화. 오늘 뭐해?,https://comic.naver.com/webtoon/detail?titleId=667573&no=5&weekday=wed,1,0.99920815
215,215,연놈,https://shared-comic.pstatic.net/thumb/webtoon/667573/6/inst_thumbnail_20160112163439.jpg,6화. 말하고 싶은 비밀,https://comic.naver.com/webtoon/detail?titleId=667573&no=6&weekday=wed,0,0.53978115
216,216,연놈,https://shared-comic.pstatic.net/thumb/webtoon/667573/7/inst_thumbnail_20160118174706.jpg,7화. 친구하기 싫은 날,https://comic.naver.com/webtoon/detail?titleId=667573&no=7&weekday=wed,1,1.0
217,217,연놈,https://shared-comic.pstatic.net/thumb/webtoon/667573/8/inst_thumbnail_20160126154650.jpg,8화. 미운데 좋아 그리고 좋은데 미워,https://comic.naver.com/webtoon/detail?titleId=667573&no=8&weekday=wed,1,0.9999664
218,218,연놈,https://shared-comic.pstatic.net/thumb/webtoon/667573/9/inst_thumbnail_20160202181435.jpg,9화. 들어본 적도 말해본 적도..,https://comic.naver.com/webtoon/detail?titleId=667573&no=9&weekday=wed,17,1.0
219,219,연놈,https://shared-comic.pstatic.net/thumb/webtoon/667573/10/inst_thumbnail_20160205110313.jpg,10화. 타이밍 미워,https://comic.naver.com/webtoon/detail?titleId=667573&no=10&weekday=wed,16,0.73458904
220,220,헬퍼 2 : 킬베로스,https://shared-comic.pstatic.net/thumb/webtoon/670143/1/inst_thumbnail_20160112164438.jpg,1화,https://comic.naver.com/webtoon/detail?titleId=670143&no=1&weekday=wed,15,0.9999999
221,221,헬퍼 2 : 킬베로스,https://shared-comic.pstatic.net/thumb/webtoon/670143/2/inst_thumbnail_20160119155312.jpg,2화,https://comic.naver.com/webtoon/detail?titleId=670143&no=2&weekday=wed,7,0.9999989
222,222,헬퍼 2 : 킬베로스,https://shared-comic.pstatic.net/thumb/webtoon/670143/3/inst_thumbnail_20160126170521.jpg,3화,https://comic.naver.com/webtoon/detail?titleId=670143&no=3&weekday=wed,11,0.9999888
223,223,헬퍼 2 : 킬베로스,https://shared-comic.pstatic.net/thumb/webtoon/670143/4/inst_thumbnail_20160202162632.jpg,4화,https://comic.naver.com/webtoon/detail?titleId=670143&no=4&weekday=wed,7,1.0
224,224,헬퍼 2 : 킬베로스,https://shared-comic.pstatic.net/thumb/webtoon/670143/5/inst_thumbnail_20160209131744.jpg,5화,https://comic.naver.com/webtoon/detail?titleId=670143&no=5&weekday=wed,10,0.9999999
225,225,헬퍼 2 : 킬베로스,https://shared-comic.pstatic.net/thumb/webtoon/670143/6/inst_thumbnail_20160216165547.jpg,6화,https://comic.naver.com/webtoon/detail?titleId=670143&no=6&weekday=wed,9,0.99152195
226,226,헬퍼 2 : 킬베로스,https://shared-comic.pstatic.net/thumb/webtoon/670143/7/inst_thumbnail_20160223163316.jpg,7화,https://comic.naver.com/webtoon/detail?titleId=670143&no=7&weekday=wed,3,0.93390703
227,227,헬퍼 2 : 킬베로스,https://shared-comic.pstatic.net/thumb/webtoon/670143/8/inst_thumbnail_20160301140646.jpg,8화,https://comic.naver.com/webtoon/detail?titleId=670143&no=8&weekday=wed,7,1.0
228,228,헬퍼 2 : 킬베로스,https://shared-comic.pstatic.net/thumb/webtoon/670143/9/inst_thumbnail_20160308124707.jpg,9화,https://comic.naver.com/webtoon/detail?titleId=670143&no=9&weekday=wed,3,0.6286922
229,229,헬퍼 2 : 킬베로스,https://shared-comic.pstatic.net/thumb/webtoon/670143/10/inst_thumbnail_20160315162559.jpg,10화,https://comic.naver.com/webtoon/detail?titleId=670143&no=10&weekday=wed,11,0.92731917
230,230,열렙전사,https://shared-comic.pstatic.net/thumb/webtoon/670152/1/inst_thumbnail_20160122172712.jpg,1화,https://comic.naver.com/webtoon/detail?titleId=670152&no=1&weekday=sun,7,0.9734759
231,231,열렙전사,https://shared-comic.pstatic.net/thumb/webtoon/670152/2/inst_thumbnail_20160129112414.jpg,2화,https://comic.naver.com/webtoon/detail?titleId=670152&no=2&weekday=sun,7,0.999941
232,232,열렙전사,https://shared-comic.pstatic.net/thumb/webtoon/670152/3/inst_thumbnail_20160206183955.jpg,3화,https://comic.naver.com/webtoon/detail?titleId=670152&no=3&weekday=sun,9,0.8094851
233,233,열렙전사,https://shared-comic.pstatic.net/thumb/webtoon/670152/4/inst_thumbnail_20160213224304.jpg,4화,https://comic.naver.com/webtoon/detail?titleId=670152&no=4&weekday=sun,10,0.99411243
234,234,열렙전사,https://shared-comic.pstatic.net/thumb/webtoon/670152/5/optimized_inst_thumbnail_20160219223423.jpg,5화,https://comic.naver.com/webtoon/detail?titleId=670152&no=5&weekday=sun,9,1.0
235,235,열렙전사,https://shared-comic.pstatic.net/thumb/webtoon/670152/6/optimized_inst_thumbnail_20160227221741.jpg,6화,https://comic.naver.com/webtoon/detail?titleId=670152&no=6&weekday=sun,15,0.9999988
236,236,열렙전사,https://shared-comic.pstatic.net/thumb/webtoon/670152/7/inst_thumbnail_20160305211440.jpg,7화,https://comic.naver.com/webtoon/detail?titleId=670152&no=7&weekday=sun,18,1.0
237,237,열렙전사,https://shared-comic.pstatic.net/thumb/webtoon/670152/8/optimized_inst_thumbnail_20160312203845.jpg,8화,https://comic.naver.com/webtoon/detail?titleId=670152&no=8&weekday=sun,3,1.0
238,238,열렙전사,https://shared-comic.pstatic.net/thumb/webtoon/670152/9/inst_thumbnail_20160318140844.jpg,9화,https://comic.naver.com/webtoon/detail?titleId=670152&no=9&weekday=sun,7,0.67968935
239,239,열렙전사,https://shared-comic.pstatic.net/thumb/webtoon/670152/10/inst_thumbnail_20160325150346.jpg,10화,https://comic.naver.com/webtoon/detail?titleId=670152&no=10&weekday=sun,15,0.9940381
240,240,언덕 위의 제임스,https://shared-comic.pstatic.net/thumb/webtoon/671421/1/inst_thumbnail_20160119113722.jpg,1화,https://comic.naver.com/webtoon/detail?titleId=671421&no=1&weekday=wed,17,0.99975985
241,241,언덕 위의 제임스,https://shared-comic.pstatic.net/thumb/webtoon/671421/2/inst_thumbnail_20160126152351.jpg,2화,https://comic.naver.com/webtoon/detail?titleId=671421&no=2&weekday=wed,6,0.99839836
242,242,언덕 위의 제임스,https://shared-comic.pstatic.net/thumb/webtoon/671421/3/inst_thumbnail_20160202170541.jpg,3화,https://comic.naver.com/webtoon/detail?titleId=671421&no=3&weekday=wed,6,0.99998665
243,243,언덕 위의 제임스,https://shared-comic.pstatic.net/thumb/webtoon/671421/4/inst_thumbnail_20160205102903.jpg,4화,https://comic.naver.com/webtoon/detail?titleId=671421&no=4&weekday=wed,17,0.9942227
244,244,언덕 위의 제임스,https://shared-comic.pstatic.net/thumb/webtoon/671421/5/inst_thumbnail_20160216153724.jpg,5화,https://comic.naver.com/webtoon/detail?titleId=671421&no=5&weekday=wed,2,0.99984956
245,245,언덕 위의 제임스,https://shared-comic.pstatic.net/thumb/webtoon/671421/6/inst_thumbnail_20160223110430.jpg,6화,https://comic.naver.com/webtoon/detail?titleId=671421&no=6&weekday=wed,1,0.9944923
246,246,언덕 위의 제임스,https://shared-comic.pstatic.net/thumb/webtoon/671421/7/inst_thumbnail_20160229181828.jpg,7화,https://comic.naver.com/webtoon/detail?titleId=671421&no=7&weekday=wed,1,0.9999987
247,247,언덕 위의 제임스,https://shared-comic.pstatic.net/thumb/webtoon/671421/8/inst_thumbnail_20160308114234.jpg,8화,https://comic.naver.com/webtoon/detail?titleId=671421&no=8&weekday=wed,1,0.56146514
248,248,언덕 위의 제임스,https://shared-comic.pstatic.net/thumb/webtoon/671421/9/inst_thumbnail_20160315114815.jpg,9화,https://comic.naver.com/webtoon/detail?titleId=671421&no=9&weekday=wed,17,0.99999964
249,249,언덕 위의 제임스,https://shared-comic.pstatic.net/thumb/webtoon/671421/10/inst_thumbnail_20160322162255.jpg,10화,https://comic.naver.com/webtoon/detail?titleId=671421&no=10&weekday=wed,6,0.9990075
250,250,제로게임,https://shared-comic.pstatic.net/thumb/webtoon/676695/1/inst_thumbnail_20160404171724.jpg,[00] 제로게임,https://comic.naver.com/webtoon/detail?titleId=676695&no=1&weekday=tue,14,1.0
251,251,제로게임,https://shared-comic.pstatic.net/thumb/webtoon/676695/2/optimized_inst_thumbnail_20160411225135.jpg,[01] 계약서는 꼼꼼히 읽어볼 것,https://comic.naver.com/webtoon/detail?titleId=676695&no=2&weekday=tue,1,0.98846394
252,252,제로게임,https://shared-comic.pstatic.net/thumb/webtoon/676695/3/inst_thumbnail_20160418111156.jpg,[02] 순위변동,https://comic.naver.com/webtoon/detail?titleId=676695&no=3&weekday=tue,8,0.98901796
253,253,제로게임,https://shared-comic.pstatic.net/thumb/webtoon/676695/4/inst_thumbnail_20160425154932.jpg,[03] 페어체인지,https://comic.naver.com/webtoon/detail?titleId=676695&no=4&weekday=tue,1,0.9730583
254,254,제로게임,https://shared-comic.pstatic.net/thumb/webtoon/676695/5/inst_thumbnail_20160502104631.jpg,[04] 능력,https://comic.naver.com/webtoon/detail?titleId=676695&no=5&weekday=tue,2,0.9985482
255,255,제로게임,https://shared-comic.pstatic.net/thumb/webtoon/676695/6/inst_thumbnail_20160509122319.jpg,[05] 제로,https://comic.naver.com/webtoon/detail?titleId=676695&no=6&weekday=tue,2,0.74894315
256,256,제로게임,https://shared-comic.pstatic.net/thumb/webtoon/676695/7/inst_thumbnail_20160516181457.jpg,[06] 준비,https://comic.naver.com/webtoon/detail?titleId=676695&no=7&weekday=tue,1,0.9999963
257,257,제로게임,https://shared-comic.pstatic.net/thumb/webtoon/676695/8/inst_thumbnail_20160523141310.jpg,[07] 게임시작,https://comic.naver.com/webtoon/detail?titleId=676695&no=8&weekday=tue,8,0.96405447
258,258,제로게임,https://shared-comic.pstatic.net/thumb/webtoon/676695/9/inst_thumbnail_20160530144020.jpg,[08] 미끼,https://comic.naver.com/webtoon/detail?titleId=676695&no=9&weekday=tue,1,1.0
259,259,제로게임,https://shared-comic.pstatic.net/thumb/webtoon/676695/10/inst_thumbnail_20160606192251.jpg,[09] 1교시 完,https://comic.naver.com/webtoon/detail?titleId=676695&no=10&weekday=tue,2,0.9989569
260,260,신도림,https://shared-comic.pstatic.net/thumb/webtoon/683496/1/inst_thumbnail_20160809111701.jpg,프롤로그,https://comic.naver.com/webtoon/detail?titleId=683496&no=1&weekday=tue,2,0.9999995
261,261,신도림,https://shared-comic.pstatic.net/thumb/webtoon/683496/2/inst_thumbnail_20160812180042.jpg,01. 지옥(地獄),https://comic.naver.com/webtoon/detail?titleId=683496&no=2&weekday=tue,7,0.99705195
262,262,신도림,https://shared-comic.pstatic.net/thumb/webtoon/683496/3/inst_thumbnail_20160822142836.jpg,02. 지옥에서 지옥으로,https://comic.naver.com/webtoon/detail?titleId=683496&no=3&weekday=tue,19,0.7627211
263,263,신도림,https://shared-comic.pstatic.net/thumb/webtoon/683496/4/inst_thumbnail_20160829175936.jpg,03. 얼간이들,https://comic.naver.com/webtoon/detail?titleId=683496&no=4&weekday=tue,9,0.6826344
264,264,신도림,https://shared-comic.pstatic.net/thumb/webtoon/683496/5/inst_thumbnail_20160905185606.jpg,04. 괜찮은 녀석,https://comic.naver.com/webtoon/detail?titleId=683496&no=5&weekday=tue,19,0.97381467
265,265,신도림,https://shared-comic.pstatic.net/thumb/webtoon/683496/6/inst_thumbnail_20160912170508.jpg,05. 미친놈들,https://comic.naver.com/webtoon/detail?titleId=683496&no=6&weekday=tue,18,1.0
266,266,신도림,https://shared-comic.pstatic.net/thumb/webtoon/683496/7/inst_thumbnail_20160919164351.jpg,06. 발화 (發火),https://comic.naver.com/webtoon/detail?titleId=683496&no=7&weekday=tue,15,0.65039206
267,267,신도림,https://shared-comic.pstatic.net/thumb/webtoon/683496/8/inst_thumbnail_20160926115051.jpg,07. 생포의 조건,https://comic.naver.com/webtoon/detail?titleId=683496&no=8&weekday=tue,7,0.9993623
268,268,신도림,https://shared-comic.pstatic.net/thumb/webtoon/683496/9/inst_thumbnail_20160929142717.jpg,08. 무서운녀석들,https://comic.naver.com/webtoon/detail?titleId=683496&no=9&weekday=tue,15,0.9741907
269,269,신도림,https://shared-comic.pstatic.net/thumb/webtoon/683496/10/inst_thumbnail_20161010175654.jpg,09. 미완성도시,https://comic.naver.com/webtoon/detail?titleId=683496&no=10&weekday=tue,7,0.99547994
270,270,꿈의 기업,https://shared-comic.pstatic.net/thumb/webtoon/687915/1/inst_thumbnail_20161111185107.jpg,프롤로그,https://comic.naver.com/webtoon/detail?titleId=687915&no=1&weekday=mon,11,0.85122526
271,271,꿈의 기업,https://shared-comic.pstatic.net/thumb/webtoon/687915/2/inst_thumbnail_20161117180437.jpg,1화,https://comic.naver.com/webtoon/detail?titleId=687915&no=2&weekday=mon,5,1.0
272,272,꿈의 기업,https://shared-comic.pstatic.net/thumb/webtoon/687915/3/inst_thumbnail_20161125161747.jpg,2화,https://comic.naver.com/webtoon/detail?titleId=687915&no=3&weekday=mon,17,0.9999999
273,273,꿈의 기업,https://shared-comic.pstatic.net/thumb/webtoon/687915/4/inst_thumbnail_20161201185947.jpg,3화,https://comic.naver.com/webtoon/detail?titleId=687915&no=4&weekday=mon,17,1.0
274,274,꿈의 기업,https://shared-comic.pstatic.net/thumb/webtoon/687915/5/inst_thumbnail_20161208185916.jpg,4화,https://comic.naver.com/webtoon/detail?titleId=687915&no=5&weekday=mon,6,1.0
275,275,꿈의 기업,https://shared-comic.pstatic.net/thumb/webtoon/687915/6/inst_thumbnail_20161215190719.jpg,5화,https://comic.naver.com/webtoon/detail?titleId=687915&no=6&weekday=mon,17,0.9991172
276,276,꿈의 기업,https://shared-comic.pstatic.net/thumb/webtoon/687915/7/inst_thumbnail_20161222200720.jpg,6화,https://comic.naver.com/webtoon/detail?titleId=687915&no=7&weekday=mon,6,0.9999981
277,277,꿈의 기업,https://shared-comic.pstatic.net/thumb/webtoon/687915/8/inst_thumbnail_20161229171333.jpg,7화,https://comic.naver.com/webtoon/detail?titleId=687915&no=8&weekday=mon,5,0.6111884
278,278,꿈의 기업,https://shared-comic.pstatic.net/thumb/webtoon/687915/9/inst_thumbnail_20170105180452.jpg,8화,https://comic.naver.com/webtoon/detail?titleId=687915&no=9&weekday=mon,6,0.9999981
279,279,꿈의 기업,https://shared-comic.pstatic.net/thumb/webtoon/687915/10/inst_thumbnail_20170113163137.jpg,9화,https://comic.naver.com/webtoon/detail?titleId=687915&no=10&weekday=mon,6,0.9466597
280,280,내일,https://shared-comic.pstatic.net/thumb/webtoon/695796/1/optimized_thumbnail_202x120_73423af1-a60d-4aaf-a408-e62f5a956a45.jpg,1화 그날,https://comic.naver.com/webtoon/detail?titleId=695796&no=1&weekday=sun,4,1.0
281,281,내일,https://shared-comic.pstatic.net/thumb/webtoon/695796/2/optimized_thumbnail_202x120_48c725bc-616b-46df-beb4-c4ec020b1ffd.jpg,2화 근로계약,https://comic.naver.com/webtoon/detail?titleId=695796&no=2&weekday=sun,0,0.99999976
282,282,내일,https://shared-comic.pstatic.net/thumb/webtoon/695796/3/optimized_thumbnail_202x120_18706afb-fd0a-4c67-b270-d79c6d98e0db.jpg,3화 낙화 (1),https://comic.naver.com/webtoon/detail?titleId=695796&no=3&weekday=sun,3,0.9999671
283,283,내일,https://shared-comic.pstatic.net/thumb/webtoon/695796/4/optimized_thumbnail_202x120_5ce004fe-3a41-4249-ba63-117e0f0f0caf.jpg,4화 낙화 (2),https://comic.naver.com/webtoon/detail?titleId=695796&no=4&weekday=sun,14,0.8802653
284,284,내일,https://shared-comic.pstatic.net/thumb/webtoon/695796/5/optimized_thumbnail_202x120_1ad972e9-539f-4419-a3e9-c57d78d205e6.jpg,5화 낙화 (3),https://comic.naver.com/webtoon/detail?titleId=695796&no=5&weekday=sun,4,0.8574827
285,285,내일,https://shared-comic.pstatic.net/thumb/webtoon/695796/6/optimized_thumbnail_202x120_ec9871fd-9154-42c5-b3f9-7e3eae668b9d.jpg,6화 낙화 (4),https://comic.naver.com/webtoon/detail?titleId=695796&no=6&weekday=sun,0,0.9999987
286,286,내일,https://shared-comic.pstatic.net/thumb/webtoon/695796/7/optimized_thumbnail_202x120_8e4c748d-8958-48d2-a351-6a8e834abcc2.jpg,7화 낙화 (5),https://comic.naver.com/webtoon/detail?titleId=695796&no=7&weekday=sun,19,0.9990578
287,287,내일,https://shared-comic.pstatic.net/thumb/webtoon/695796/8/optimized_thumbnail_202x120_af253b66-3226-4326-815a-5899979d256e.jpg,8화 낙화 (6),https://comic.naver.com/webtoon/detail?titleId=695796&no=8&weekday=sun,2,1.0
288,288,내일,https://shared-comic.pstatic.net/thumb/webtoon/695796/9/optimized_thumbnail_202x120_d3b1f81c-5961-4c95-b86e-cf757d7a9784.jpg,9화 낙화 (7),https://comic.naver.com/webtoon/detail?titleId=695796&no=9&weekday=sun,7,0.9084179
289,289,내일,https://shared-comic.pstatic.net/thumb/webtoon/695796/10/optimized_thumbnail_202x120_858fcca6-1656-492f-bd7d-b6cf00229b6d.jpg,10화 낙화 (8),https://comic.naver.com/webtoon/detail?titleId=695796&no=10&weekday=sun,0,0.99699724
290,290,원주민 공포만화,https://shared-comic.pstatic.net/thumb/webtoon/698918/1/optimized_thumbnail_202x120_54dd5f80-8b52-497a-a368-c84fb5d97741.jpg,1화. 실화2017,https://comic.naver.com/webtoon/detail?titleId=698918&no=1&weekday=tue,0,1.0
291,291,원주민 공포만화,https://shared-comic.pstatic.net/thumb/webtoon/698918/2/optimized_thumbnail_202x120_1d3169bb-6a2b-4510-88dc-7d9dbd39a63e.jpg,2화. 등기우편,https://comic.naver.com/webtoon/detail?titleId=698918&no=2&weekday=tue,7,0.999833
292,292,원주민 공포만화,https://shared-comic.pstatic.net/thumb/webtoon/698918/3/optimized_thumbnail_202x120_862729f7-75d6-4024-bb86-b5635beaec89.jpg,3화. 가위,https://comic.naver.com/webtoon/detail?titleId=698918&no=3&weekday=tue,4,0.97034574
293,293,원주민 공포만화,https://shared-comic.pstatic.net/thumb/webtoon/698918/4/optimized_thumbnail_202x120_12f5d04c-233d-4388-8eb3-63ecbb6d2128.jpg,4화. 무당의 눈,https://comic.naver.com/webtoon/detail?titleId=698918&no=4&weekday=tue,2,1.0
294,294,원주민 공포만화,https://shared-comic.pstatic.net/thumb/webtoon/698918/5/optimized_thumbnail_202x120_c66a25a4-dc29-486f-9a4e-9ad4df864916.jpg,5화. 맹세,https://comic.naver.com/webtoon/detail?titleId=698918&no=5&weekday=tue,4,1.0
295,295,원주민 공포만화,https://shared-comic.pstatic.net/thumb/webtoon/698918/6/optimized_thumbnail_202x120_c1964dee-3996-4290-a6f7-36ee2b31aefc.jpg,6화. 합격요정,https://comic.naver.com/webtoon/detail?titleId=698918&no=6&weekday=tue,0,1.0
296,296,원주민 공포만화,https://shared-comic.pstatic.net/thumb/webtoon/698918/7/optimized_thumbnail_202x120_91caffc6-3342-46a3-9805-6a17030ac4e8.jpg,7화. 새집,https://comic.naver.com/webtoon/detail?titleId=698918&no=7&weekday=tue,12,0.99996996
297,297,원주민 공포만화,https://shared-comic.pstatic.net/thumb/webtoon/698918/8/optimized_thumbnail_202x120_5733f781-ca51-4781-bb17-12ed565c8313.jpg,8화. 실화1998,https://comic.naver.com/webtoon/detail?titleId=698918&no=8&weekday=tue,0,1.0
298,298,원주민 공포만화,https://shared-comic.pstatic.net/thumb/webtoon/698918/9/optimized_thumbnail_202x120_76bde64e-1b79-4395-849a-3174ee6aabd7.jpg,9화. 승차거부,https://comic.naver.com/webtoon/detail?titleId=698918&no=9&weekday=tue,0,1.0
299,299,원주민 공포만화,https://shared-comic.pstatic.net/thumb/webtoon/698918/10/optimized_thumbnail_202x120_9864f321-732c-4bb1-90ee-5523dacd9a44.jpg,10화. 공포카페 정모,https://comic.naver.com/webtoon/detail?titleId=698918&no=10&weekday=tue,7,0.99374926
300,300,걸어서 30분,https://shared-comic.pstatic.net/thumb/webtoon/700844/1/optimized_thumbnail_202x120_6c021101-c77b-4a52-8797-aad178afaf0b.jpg,1화 럭키문,https://comic.naver.com/webtoon/detail?titleId=700844&no=1&weekday=fri,12,0.8871344
301,301,걸어서 30분,https://shared-comic.pstatic.net/thumb/webtoon/700844/2/optimized_thumbnail_202x120_d2cdd53f-47c5-47e2-9ca5-020957a2e9d0.jpg,2화 이름,https://comic.naver.com/webtoon/detail?titleId=700844&no=2&weekday=fri,6,0.9962612
302,302,걸어서 30분,https://shared-comic.pstatic.net/thumb/webtoon/700844/3/optimized_thumbnail_202x120_f3e7e5ad-8e24-4062-8aa0-0d3fabed71bb.jpg,3화 인사,https://comic.naver.com/webtoon/detail?titleId=700844&no=3&weekday=fri,5,0.96356004
303,303,걸어서 30분,https://shared-comic.pstatic.net/thumb/webtoon/700844/4/optimized_thumbnail_202x120_4beb0c77-e2f5-4823-a30a-3d2f62d85d23.jpg,4화 인형,https://comic.naver.com/webtoon/detail?titleId=700844&no=4&weekday=fri,1,1.0
304,304,걸어서 30분,https://shared-comic.pstatic.net/thumb/webtoon/700844/5/optimized_thumbnail_202x120_6410b425-e6cc-416d-8ba6-d67daae7e016.jpg,5화 물들다.,https://comic.naver.com/webtoon/detail?titleId=700844&no=5&weekday=fri,6,0.9999894
305,305,걸어서 30분,https://shared-comic.pstatic.net/thumb/webtoon/700844/6/optimized_thumbnail_202x120_ba154d18-7142-409a-9b0d-d5c31488dc36.jpg,6화 신경쓰이다.,https://comic.naver.com/webtoon/detail?titleId=700844&no=6&weekday=fri,6,1.0
306,306,걸어서 30분,https://shared-comic.pstatic.net/thumb/webtoon/700844/7/optimized_thumbnail_202x120_d8e48db0-6d40-43cf-9a84-d300ad11d6a0.jpg,7화 끝말잇기,https://comic.naver.com/webtoon/detail?titleId=700844&no=7&weekday=fri,6,0.999556
307,307,걸어서 30분,https://shared-comic.pstatic.net/thumb/webtoon/700844/8/optimized_thumbnail_202x120_0e78b91d-8bc5-435e-8efc-3fa65c3189ea.jpg,8화 벚꽃,https://comic.naver.com/webtoon/detail?titleId=700844&no=8&weekday=fri,6,0.9998024
308,308,걸어서 30분,https://shared-comic.pstatic.net/thumb/webtoon/700844/9/optimized_thumbnail_202x120_bc7ed655-8d92-41b0-9022-da30214fa72b.jpg,9화 내가 정말 궁금한 것은,https://comic.naver.com/webtoon/detail?titleId=700844&no=9&weekday=fri,11,0.9999932
309,309,걸어서 30분,https://shared-comic.pstatic.net/thumb/webtoon/700844/10/optimized_thumbnail_202x120_a69a9963-62b7-4fc9-ab91-c355021b362d.jpg,10화 징크스,https://comic.naver.com/webtoon/detail?titleId=700844&no=10&weekday=fri,17,0.9816016
310,310,트롤트랩,https://shared-comic.pstatic.net/thumb/webtoon/701700/1/optimized_thumbnail_202x120_4fd355d1-e391-4a2f-b5f8-ea5c24bdf66a.jpg,1화,https://comic.naver.com/webtoon/detail?titleId=701700&no=1&weekday=thu,2,0.5208524
311,311,트롤트랩,https://shared-comic.pstatic.net/thumb/webtoon/701700/2/optimized_thumbnail_202x120_b6807e8c-c22f-4143-b3f8-edbedeb7816d.jpg,2화,https://comic.naver.com/webtoon/detail?titleId=701700&no=2&weekday=thu,0,1.0
312,312,트롤트랩,https://shared-comic.pstatic.net/thumb/webtoon/701700/3/optimized_thumbnail_202x120_60e53250-df61-4e09-91cc-dc27277f037d.jpg,3화,https://comic.naver.com/webtoon/detail?titleId=701700&no=3&weekday=thu,9,0.8690837
313,313,트롤트랩,https://shared-comic.pstatic.net/thumb/webtoon/701700/4/optimized_thumbnail_202x120_2e124112-d084-4410-bfa7-82c3779f5794.jpg,4화,https://comic.naver.com/webtoon/detail?titleId=701700&no=4&weekday=thu,2,0.9998435
314,314,트롤트랩,https://shared-comic.pstatic.net/thumb/webtoon/701700/5/optimized_thumbnail_202x120_be671573-0c97-45e2-9b9b-c757164353c4.jpg,5화,https://comic.naver.com/webtoon/detail?titleId=701700&no=5&weekday=thu,2,0.9999976
315,315,트롤트랩,https://shared-comic.pstatic.net/thumb/webtoon/701700/6/optimized_thumbnail_202x120_1aa9092a-4aaf-4e59-8973-c64317215184.jpg,6화,https://comic.naver.com/webtoon/detail?titleId=701700&no=6&weekday=thu,2,0.9999639
316,316,트롤트랩,https://shared-comic.pstatic.net/thumb/webtoon/701700/7/optimized_thumbnail_202x120_e97bd456-f0a0-45d3-9b0a-ad7c4a79e43a.jpg,7화,https://comic.naver.com/webtoon/detail?titleId=701700&no=7&weekday=thu,4,0.99999917
317,317,트롤트랩,https://shared-comic.pstatic.net/thumb/webtoon/701700/8/optimized_thumbnail_202x120_a4a2eba9-15f6-428c-ad2b-e17a3ef0d387.jpg,8화,https://comic.naver.com/webtoon/detail?titleId=701700&no=8&weekday=thu,7,0.99999607
318,318,트롤트랩,https://shared-comic.pstatic.net/thumb/webtoon/701700/9/optimized_thumbnail_202x120_18c8ff9d-254c-4a73-a5e2-cf647aa10075.jpg,9화,https://comic.naver.com/webtoon/detail?titleId=701700&no=9&weekday=thu,2,0.90785336
319,319,트롤트랩,https://shared-comic.pstatic.net/thumb/webtoon/701700/10/optimized_thumbnail_202x120_32f986ee-8e47-4d81-bf2b-f48b728f4b5c.jpg,10화,https://comic.naver.com/webtoon/detail?titleId=701700&no=10&weekday=thu,7,0.7933949
320,320,랜덤채팅의 그녀!,https://shared-comic.pstatic.net/thumb/webtoon/702608/1/optimized_thumbnail_202x120_805cd7ee-b373-4530-a64d-930049ed007a.jpg,1. 우연,https://comic.naver.com/webtoon/detail?titleId=702608&no=1&weekday=tue,18,0.9865681
321,321,랜덤채팅의 그녀!,https://shared-comic.pstatic.net/thumb/webtoon/702608/2/optimized_thumbnail_202x120_b81b89f7-2608-4ba3-bace-8551d67cf1b3.jpg,2. 그녀의 이유,https://comic.naver.com/webtoon/detail?titleId=702608&no=2&weekday=tue,1,0.9999999
322,322,랜덤채팅의 그녀!,https://shared-comic.pstatic.net/thumb/webtoon/702608/3/optimized_thumbnail_202x120_1ef6e031-6455-400a-a47b-be08a50fdc20.jpg,3. 그녀의변화,https://comic.naver.com/webtoon/detail?titleId=702608&no=3&weekday=tue,6,1.0
323,323,랜덤채팅의 그녀!,https://shared-comic.pstatic.net/thumb/webtoon/702608/4/optimized_thumbnail_202x120_daa7f9d2-3f1f-4254-93eb-01df6b670902.jpg,4. 될 수 없을까?,https://comic.naver.com/webtoon/detail?titleId=702608&no=4&weekday=tue,6,0.99877816
324,324,랜덤채팅의 그녀!,https://shared-comic.pstatic.net/thumb/webtoon/702608/5/optimized_thumbnail_202x120_5df0ef29-beae-4025-be1a-9d0d43285fdb.jpg,5. pc방에서 생긴일,https://comic.naver.com/webtoon/detail?titleId=702608&no=5&weekday=tue,3,0.6903272
325,325,랜덤채팅의 그녀!,https://shared-comic.pstatic.net/thumb/webtoon/702608/6/optimized_thumbnail_202x120_d33cda48-1cf3-4b4d-99c3-4c5cabe8da5d.jpg,6. 동아리 첫 날,https://comic.naver.com/webtoon/detail?titleId=702608&no=6&weekday=tue,0,0.9999732
326,326,랜덤채팅의 그녀!,https://shared-comic.pstatic.net/thumb/webtoon/702608/7/optimized_thumbnail_202x120_10f1a754-84ce-4053-9388-64644f50edb2.jpg,7. 준비,https://comic.naver.com/webtoon/detail?titleId=702608&no=7&weekday=tue,0,1.0
