,index,name,page_image,title,page_link,cluster_name,cluster_proba
0,0,나이트런,https://shared-comic.pstatic.net/thumb/webtoon/64997/1/inst_thumbnail_20090421112426.jpg,예고편,https://comic.naver.com/webtoon/detail?titleId=64997&no=1&weekday=sat,17,0.97481865
1,1,나이트런,https://shared-comic.pstatic.net/thumb/webtoon/64997/2/inst_thumbnail_20090504173324.jpg,1화,https://comic.naver.com/webtoon/detail?titleId=64997&no=2&weekday=sat,17,0.9999999
2,2,나이트런,https://shared-comic.pstatic.net/thumb/webtoon/64997/3/inst_thumbnail_20090508190740.jpg,2화,https://comic.naver.com/webtoon/detail?titleId=64997&no=3&weekday=sat,0,0.75990355
3,3,나이트런,https://shared-comic.pstatic.net/thumb/webtoon/64997/4/inst_thumbnail_20090515111338.jpg,3화,https://comic.naver.com/webtoon/detail?titleId=64997&no=4&weekday=sat,6,0.9871243
4,4,나이트런,https://shared-comic.pstatic.net/thumb/webtoon/64997/5/inst_thumbnail_20090522173339.jpg,4화,https://comic.naver.com/webtoon/detail?titleId=64997&no=5&weekday=sat,6,0.95975894
5,5,나이트런,https://shared-comic.pstatic.net/thumb/webtoon/64997/6/inst_thumbnail_20090529173106.jpg,5화,https://comic.naver.com/webtoon/detail?titleId=64997&no=6&weekday=sat,4,0.879137
6,6,나이트런,https://shared-comic.pstatic.net/thumb/webtoon/64997/7/inst_thumbnail_20090605190211.jpg,6화,https://comic.naver.com/webtoon/detail?titleId=64997&no=7&weekday=sat,1,1.0
7,7,나이트런,https://shared-comic.pstatic.net/thumb/webtoon/64997/8/inst_thumbnail_20090612182030.jpg,7화,https://comic.naver.com/webtoon/detail?titleId=64997&no=8&weekday=sat,17,0.51653725
8,8,나이트런,https://shared-comic.pstatic.net/thumb/webtoon/64997/9/inst_thumbnail_20090619170353.jpg,8화,https://comic.naver.com/webtoon/detail?titleId=64997&no=9&weekday=sat,16,0.9999796
9,9,나이트런,https://shared-comic.pstatic.net/thumb/webtoon/64997/10/inst_thumbnail_20090626185244.jpg,9화,https://comic.naver.com/webtoon/detail?titleId=64997&no=10&weekday=sat,6,0.98893297
10,10,쿠베라,https://shared-comic.pstatic.net/thumb/webtoon/131385/1/inst_thumbnail_20100205175031.jpg,예고편,https://comic.naver.com/webtoon/detail?titleId=131385&no=1&weekday=thu,2,1.0
11,11,쿠베라,https://shared-comic.pstatic.net/thumb/webtoon/131385/2/inst_thumbnail_20100212155951.jpg,1화,https://comic.naver.com/webtoon/detail?titleId=131385&no=2&weekday=thu,1,0.99999976
12,12,쿠베라,https://shared-comic.pstatic.net/thumb/webtoon/131385/3/inst_thumbnail_20100221001942.jpg,2화,https://comic.naver.com/webtoon/detail?titleId=131385&no=3&weekday=thu,12,0.9995944
13,13,쿠베라,https://shared-comic.pstatic.net/thumb/webtoon/131385/4/inst_thumbnail_20100226191906.jpg,3화,https://comic.naver.com/webtoon/detail?titleId=131385&no=4&weekday=thu,0,0.999984
14,14,쿠베라,https://shared-comic.pstatic.net/thumb/webtoon/131385/5/inst_thumbnail_20100305182433.jpg,4화,https://comic.naver.com/webtoon/detail?titleId=131385&no=5&weekday=thu,1,0.91324925
15,15,쿠베라,https://shared-comic.pstatic.net/thumb/webtoon/131385/6/inst_thumbnail_20100312193857.jpg,5화,https://comic.naver.com/webtoon/detail?titleId=131385&no=6&weekday=thu,1,0.9994537
16,16,쿠베라,https://shared-comic.pstatic.net/thumb/webtoon/131385/7/inst_thumbnail_20100319172919.jpg,6화,https://comic.naver.com/webtoon/detail?titleId=131385&no=7&weekday=thu,2,0.6953025
17,17,쿠베라,https://shared-comic.pstatic.net/thumb/webtoon/131385/8/inst_thumbnail_20100326172329.jpg,7화,https://comic.naver.com/webtoon/detail?titleId=131385&no=8&weekday=thu,17,0.9802832
18,18,쿠베라,https://shared-comic.pstatic.net/thumb/webtoon/131385/9/inst_thumbnail_20100402182912.jpg,8화,https://comic.naver.com/webtoon/detail?titleId=131385&no=9&weekday=thu,2,1.0
19,19,쿠베라,https://shared-comic.pstatic.net/thumb/webtoon/131385/10/inst_thumbnail_20100410235654.jpg,9화,https://comic.naver.com/webtoon/detail?titleId=131385&no=10&weekday=thu,2,0.5042399
20,20,신의 탑,https://shared-comic.pstatic.net/thumb/webtoon/183559/1/inst_thumbnail_20100630151359.jpg,예고편,https://comic.naver.com/webtoon/detail?titleId=183559&no=1&weekday=mon,8,0.90782
21,21,신의 탑,https://shared-comic.pstatic.net/thumb/webtoon/183559/2/inst_thumbnail_20100702181825.jpg,1화,https://comic.naver.com/webtoon/detail?titleId=183559&no=2&weekday=mon,12,0.7548581
22,22,신의 탑,https://shared-comic.pstatic.net/thumb/webtoon/183559/3/inst_thumbnail_20100709191720.jpg,2화,https://comic.naver.com/webtoon/detail?titleId=183559&no=3&weekday=mon,0,0.9987128
23,23,신의 탑,https://shared-comic.pstatic.net/thumb/webtoon/183559/4/inst_thumbnail_20100719122044.jpg,3화,https://comic.naver.com/webtoon/detail?titleId=183559&no=4&weekday=mon,0,0.99795663
24,24,신의 탑,https://shared-comic.pstatic.net/thumb/webtoon/183559/5/inst_thumbnail_20100726114404.jpg,4화,https://comic.naver.com/webtoon/detail?titleId=183559&no=5&weekday=mon,5,0.99742883
25,25,신의 탑,https://shared-comic.pstatic.net/thumb/webtoon/183559/6/inst_thumbnail_20100730183905.jpg,5화,https://comic.naver.com/webtoon/detail?titleId=183559&no=6&weekday=mon,8,0.6292161
26,26,신의 탑,https://shared-comic.pstatic.net/thumb/webtoon/183559/7/inst_thumbnail_20100806195029.jpg,6화,https://comic.naver.com/webtoon/detail?titleId=183559&no=7&weekday=mon,15,0.8325288
27,27,신의 탑,https://shared-comic.pstatic.net/thumb/webtoon/183559/8/inst_thumbnail_20100813185507.jpg,7화,https://comic.naver.com/webtoon/detail?titleId=183559&no=8&weekday=mon,16,0.99999845
28,28,신의 탑,https://shared-comic.pstatic.net/thumb/webtoon/183559/9/inst_thumbnail_20100820173144.jpg,8화,https://comic.naver.com/webtoon/detail?titleId=183559&no=9&weekday=mon,4,0.5485145
29,29,신의 탑,https://shared-comic.pstatic.net/thumb/webtoon/183559/10/inst_thumbnail_20100829023726.jpg,9화,https://comic.naver.com/webtoon/detail?titleId=183559&no=10&weekday=mon,11,0.99999714
30,30,갓 오브 하이스쿨,https://shared-comic.pstatic.net/thumb/webtoon/318995/1/inst_thumbnail_20110407164021.jpg,1화,https://comic.naver.com/webtoon/detail?titleId=318995&no=1&weekday=fri,2,1.0
31,31,갓 오브 하이스쿨,https://shared-comic.pstatic.net/thumb/webtoon/318995/2/inst_thumbnail_20110414220557.jpg,2화,https://comic.naver.com/webtoon/detail?titleId=318995&no=2&weekday=fri,4,0.99995303
32,32,갓 오브 하이스쿨,https://shared-comic.pstatic.net/thumb/webtoon/318995/3/inst_thumbnail_20110421174358.jpg,3화,https://comic.naver.com/webtoon/detail?titleId=318995&no=3&weekday=fri,2,0.99952614
33,33,갓 오브 하이스쿨,https://shared-comic.pstatic.net/thumb/webtoon/318995/4/inst_thumbnail_20110428222518.jpg,4화,https://comic.naver.com/webtoon/detail?titleId=318995&no=4&weekday=fri,1,0.8696165
34,34,갓 오브 하이스쿨,https://shared-comic.pstatic.net/thumb/webtoon/318995/5/inst_thumbnail_20110505184733.jpg,5화,https://comic.naver.com/webtoon/detail?titleId=318995&no=5&weekday=fri,1,0.9638862
35,35,갓 오브 하이스쿨,https://shared-comic.pstatic.net/thumb/webtoon/318995/6/inst_thumbnail_20110512232512.jpg,6화,https://comic.naver.com/webtoon/detail?titleId=318995&no=6&weekday=fri,5,0.9999975
36,36,갓 오브 하이스쿨,https://shared-comic.pstatic.net/thumb/webtoon/318995/7/inst_thumbnail_20110519185219.jpg,7화,https://comic.naver.com/webtoon/detail?titleId=318995&no=7&weekday=fri,5,1.0
37,37,갓 오브 하이스쿨,https://shared-comic.pstatic.net/thumb/webtoon/318995/8/inst_thumbnail_20110526222909.jpg,8화,https://comic.naver.com/webtoon/detail?titleId=318995&no=8&weekday=fri,8,0.99020666
38,38,갓 오브 하이스쿨,https://shared-comic.pstatic.net/thumb/webtoon/318995/9/inst_thumbnail_20110602221648.jpg,9화,https://comic.naver.com/webtoon/detail?titleId=318995&no=9&weekday=fri,0,0.5462267
39,39,갓 오브 하이스쿨,https://shared-comic.pstatic.net/thumb/webtoon/318995/10/inst_thumbnail_20110609155745.jpg,10화,https://comic.naver.com/webtoon/detail?titleId=318995&no=10&weekday=fri,5,0.8129163
40,40,트럼프,https://shared-comic.pstatic.net/thumb/webtoon/524520/1/inst_thumbnail_20121228142929.jpg,프롤로그,https://comic.naver.com/webtoon/detail?titleId=524520&no=1&weekday=fri,7,0.7606214
41,41,트럼프,https://shared-comic.pstatic.net/thumb/webtoon/524520/2/inst_thumbnail_20130104161001.jpg,1화 멜리의 다이어리 01,https://comic.naver.com/webtoon/detail?titleId=524520&no=2&weekday=fri,15,0.9992167
42,42,트럼프,https://shared-comic.pstatic.net/thumb/webtoon/524520/3/inst_thumbnail_20130111155620.jpg,2화 멜리의 다이어리 02,https://comic.naver.com/webtoon/detail?titleId=524520&no=3&weekday=fri,0,0.990664
43,43,트럼프,https://shared-comic.pstatic.net/thumb/webtoon/524520/4/inst_thumbnail_20130118154407.jpg,3화 멜리의 다이어리 03,https://comic.naver.com/webtoon/detail?titleId=524520&no=4&weekday=fri,0,0.99999964
44,44,트럼프,https://shared-comic.pstatic.net/thumb/webtoon/524520/5/inst_thumbnail_20130125123315.jpg,4화 멜리의 다이어리 04,https://comic.naver.com/webtoon/detail?titleId=524520&no=5&weekday=fri,4,0.9999342
45,45,트럼프,https://shared-comic.pstatic.net/thumb/webtoon/524520/6/inst_thumbnail_20130201145925.jpg,5화 멜리의 다이어리 05,https://comic.naver.com/webtoon/detail?titleId=524520&no=6&weekday=fri,0,0.9999888
46,46,트럼프,https://shared-comic.pstatic.net/thumb/webtoon/524520/7/inst_thumbnail_20130208182044.jpg,6화 멜리의 다이어리 06,https://comic.naver.com/webtoon/detail?titleId=524520&no=7&weekday=fri,7,0.99999976
47,47,트럼프,https://shared-comic.pstatic.net/thumb/webtoon/524520/8/inst_thumbnail_20130215155122.jpg,7화 멜리의 다이어리 07,https://comic.naver.com/webtoon/detail?titleId=524520&no=8&weekday=fri,7,0.82577014
48,48,트럼프,https://shared-comic.pstatic.net/thumb/webtoon/524520/9/inst_thumbnail_20130222153525.jpg,8화 멜리의 다이어리 08,https://comic.naver.com/webtoon/detail?titleId=524520&no=9&weekday=fri,17,0.8226576
49,49,트럼프,https://shared-comic.pstatic.net/thumb/webtoon/524520/10/inst_thumbnail_20130301180429.jpg,9화 멜리의 다이어리 09,https://comic.naver.com/webtoon/detail?titleId=524520&no=10&weekday=fri,0,1.0
50,50,더 게이머,https://shared-comic.pstatic.net/thumb/webtoon/552960/1/inst_thumbnail_20130905160125.jpg,1화,https://comic.naver.com/webtoon/detail?titleId=552960&no=1&weekday=fri,5,0.98117685
51,51,더 게이머,https://shared-comic.pstatic.net/thumb/webtoon/552960/2/inst_thumbnail_20130912151023.jpg,2화,https://comic.naver.com/webtoon/detail?titleId=552960&no=2&weekday=fri,5,1.0
52,52,더 게이머,https://shared-comic.pstatic.net/thumb/webtoon/552960/3/inst_thumbnail_20130917205834.jpg,3화,https://comic.naver.com/webtoon/detail?titleId=552960&no=3&weekday=fri,2,0.9999105
53,53,더 게이머,https://shared-comic.pstatic.net/thumb/webtoon/552960/4/inst_thumbnail_20130926154855.jpg,4화,https://comic.naver.com/webtoon/detail?titleId=552960&no=4&weekday=fri,19,0.9734543
54,54,더 게이머,https://shared-comic.pstatic.net/thumb/webtoon/552960/5/inst_thumbnail_20131002175510.jpg,5화,https://comic.naver.com/webtoon/detail?titleId=552960&no=5&weekday=fri,5,0.9428801
55,55,더 게이머,https://shared-comic.pstatic.net/thumb/webtoon/552960/6/inst_thumbnail_20131010155655.jpg,6화,https://comic.naver.com/webtoon/detail?titleId=552960&no=6&weekday=fri,0,0.99992514
56,56,더 게이머,https://shared-comic.pstatic.net/thumb/webtoon/552960/7/inst_thumbnail_20131017144600.jpg,7화,https://comic.naver.com/webtoon/detail?titleId=552960&no=7&weekday=fri,2,1.0
57,57,더 게이머,https://shared-comic.pstatic.net/thumb/webtoon/552960/8/inst_thumbnail_20131024150701.jpg,8화,https://comic.naver.com/webtoon/detail?titleId=552960&no=8&weekday=fri,2,1.0
58,58,더 게이머,https://shared-comic.pstatic.net/thumb/webtoon/552960/9/inst_thumbnail_20131031144815.jpg,9화,https://comic.naver.com/webtoon/detail?titleId=552960&no=9&weekday=fri,5,0.99915016
59,59,더 게이머,https://shared-comic.pstatic.net/thumb/webtoon/552960/10/inst_thumbnail_20131107114529.jpg,10화,https://comic.naver.com/webtoon/detail?titleId=552960&no=10&weekday=fri,12,0.6820739
60,60,기기괴괴,https://shared-comic.pstatic.net/thumb/webtoon/557672/1/inst_thumbnail_20130508181543.jpg,예고편,https://comic.naver.com/webtoon/detail?titleId=557672&no=1&weekday=thu,17,0.9999982
61,61,기기괴괴,https://shared-comic.pstatic.net/thumb/webtoon/557672/2/inst_thumbnail_20130515171451.jpg,1화 저주받은 갤러리 #1,https://comic.naver.com/webtoon/detail?titleId=557672&no=2&weekday=thu,5,0.67863244
62,62,기기괴괴,https://shared-comic.pstatic.net/thumb/webtoon/557672/3/inst_thumbnail_20130522125302.jpg,2화 저주받은 갤러리 #2,https://comic.naver.com/webtoon/detail?titleId=557672&no=3&weekday=thu,8,0.6413495
63,63,기기괴괴,https://shared-comic.pstatic.net/thumb/webtoon/557672/4/inst_thumbnail_20130529153720.jpg,3화 저주받은 갤러리 #3,https://comic.naver.com/webtoon/detail?titleId=557672&no=4&weekday=thu,1,0.6696168
64,64,기기괴괴,https://shared-comic.pstatic.net/thumb/webtoon/557672/5/inst_thumbnail_20130605162713.jpg,4화 저주받은 갤러리 #4,https://comic.naver.com/webtoon/detail?titleId=557672&no=5&weekday=thu,0,0.9999937
65,65,기기괴괴,https://shared-comic.pstatic.net/thumb/webtoon/557672/6/inst_thumbnail_20130612155725.jpg,5화 저주받은 갤러리 #5,https://comic.naver.com/webtoon/detail?titleId=557672&no=6&weekday=thu,4,0.99924916
66,66,기기괴괴,https://shared-comic.pstatic.net/thumb/webtoon/557672/7/inst_thumbnail_20130619162424.jpg,6화 저주받은 갤러리 #6,https://comic.naver.com/webtoon/detail?titleId=557672&no=7&weekday=thu,17,0.9998983
67,67,기기괴괴,https://shared-comic.pstatic.net/thumb/webtoon/557672/8/inst_thumbnail_20130626154028.jpg,7화 저주받은 갤러리 #7,https://comic.naver.com/webtoon/detail?titleId=557672&no=8&weekday=thu,0,0.591165
68,68,기기괴괴,https://shared-comic.pstatic.net/thumb/webtoon/557672/9/inst_thumbnail_20130703150551.jpg,8화 저주받은 갤러리 #8,https://comic.naver.com/webtoon/detail?titleId=557672&no=9&weekday=thu,5,0.999938
69,69,기기괴괴,https://shared-comic.pstatic.net/thumb/webtoon/557672/10/inst_thumbnail_20130710162602.jpg,9화 저주받은 갤러리 #9,https://comic.naver.com/webtoon/detail?titleId=557672&no=10&weekday=thu,5,0.9975079
70,70,연애혁명,https://shared-comic.pstatic.net/thumb/webtoon/570503/1/inst_thumbnail_20130904204301.jpg,preseason 1. 모든 첫 만남은 대부분 우연이다,https://comic.naver.com/webtoon/detail?titleId=570503&no=1&weekday=thu,6,0.99999917
71,71,연애혁명,https://shared-comic.pstatic.net/thumb/webtoon/570503/2/inst_thumbnail_20130911143049.jpg,preseason 2. 간혹가다 호의를 호감으로 착각할 때가 있다,https://comic.naver.com/webtoon/detail?titleId=570503&no=2&weekday=thu,18,0.57067126
72,72,연애혁명,https://shared-comic.pstatic.net/thumb/webtoon/570503/3/inst_thumbnail_20130917202443.jpg,preseason 3. 용기있는 자만이 미인을 차지한다?,https://comic.naver.com/webtoon/detail?titleId=570503&no=3&weekday=thu,2,0.99992573
73,73,연애혁명,https://shared-comic.pstatic.net/thumb/webtoon/570503/4/inst_thumbnail_20130925174658.jpg,preseason 4. 재밌는 남자는 인기가 많다.,https://comic.naver.com/webtoon/detail?titleId=570503&no=4&weekday=thu,15,0.85340834
74,74,연애혁명,https://shared-comic.pstatic.net/thumb/webtoon/570503/5/inst_thumbnail_20131002152921.jpg,preseason 5. 사탕병,https://comic.naver.com/webtoon/detail?titleId=570503&no=5&weekday=thu,14,0.99020326
75,75,연애혁명,https://shared-comic.pstatic.net/thumb/webtoon/570503/6/inst_thumbnail_20131008155610.jpg,preseason 6. 포기는 배추 세는 단위 (오글주의),https://comic.naver.com/webtoon/detail?titleId=570503&no=6&weekday=thu,5,1.0
76,76,연애혁명,https://shared-comic.pstatic.net/thumb/webtoon/570503/7/inst_thumbnail_20131016114005.jpg,preseason 7. 결과는 노력을 배신한다,https://comic.naver.com/webtoon/detail?titleId=570503&no=7&weekday=thu,15,0.9988788
77,77,연애혁명,https://shared-comic.pstatic.net/thumb/webtoon/570503/8/inst_thumbnail_20131023114229.jpg,preseason 8. 꿈 vs 현실 (1),https://comic.naver.com/webtoon/detail?titleId=570503&no=8&weekday=thu,19,0.9999443
78,78,연애혁명,https://shared-comic.pstatic.net/thumb/webtoon/570503/9/inst_thumbnail_20131030155840.jpg,preseason 9. 꿈 vs 현실 (2),https://comic.naver.com/webtoon/detail?titleId=570503&no=9&weekday=thu,18,0.9980842
79,79,연애혁명,https://shared-comic.pstatic.net/thumb/webtoon/570503/10/inst_thumbnail_20131106134938.jpg,preseason 10. 설레이는 이 마음은 뭘까 왠지 잠을 이룰 수가 없다,https://comic.naver.com/webtoon/detail?titleId=570503&no=10&weekday=thu,0,0.9999963
80,80,최강전설 강해효,https://shared-comic.pstatic.net/thumb/webtoon/570506/1/inst_thumbnail_20130710194421.jpg,1화,https://comic.naver.com/webtoon/detail?titleId=570506&no=1&weekday=thu,15,0.99999976
81,81,최강전설 강해효,https://shared-comic.pstatic.net/thumb/webtoon/570506/2/inst_thumbnail_20130717182909.jpg,2화,https://comic.naver.com/webtoon/detail?titleId=570506&no=2&weekday=thu,15,0.84759706
82,82,최강전설 강해효,https://shared-comic.pstatic.net/thumb/webtoon/570506/3/inst_thumbnail_20130724142157.jpg,3화,https://comic.naver.com/webtoon/detail?titleId=570506&no=3&weekday=thu,15,1.0
83,83,최강전설 강해효,https://shared-comic.pstatic.net/thumb/webtoon/570506/4/inst_thumbnail_20130731145659.jpg,4화,https://comic.naver.com/webtoon/detail?titleId=570506&no=4&weekday=thu,3,0.9999932
84,84,최강전설 강해효,https://shared-comic.pstatic.net/thumb/webtoon/570506/5/inst_thumbnail_20130807163316.jpg,5화,https://comic.naver.com/webtoon/detail?titleId=570506&no=5&weekday=thu,18,0.9993249
85,85,최강전설 강해효,https://shared-comic.pstatic.net/thumb/webtoon/570506/6/inst_thumbnail_20130814183217.jpg,6화,https://comic.naver.com/webtoon/detail?titleId=570506&no=6&weekday=thu,11,0.99818027
86,86,최강전설 강해효,https://shared-comic.pstatic.net/thumb/webtoon/570506/7/inst_thumbnail_20130821174459.jpg,7화,https://comic.naver.com/webtoon/detail?titleId=570506&no=7&weekday=thu,1,0.99924123
87,87,최강전설 강해효,https://shared-comic.pstatic.net/thumb/webtoon/570506/8/inst_thumbnail_20130828184044.jpg,8화,https://comic.naver.com/webtoon/detail?titleId=570506&no=8&weekday=thu,18,1.0
88,88,최강전설 강해효,https://shared-comic.pstatic.net/thumb/webtoon/570506/9/inst_thumbnail_20130904191525.jpg,9화,https://comic.naver.com/webtoon/detail?titleId=570506&no=9&weekday=thu,1,0.9993917
89,89,최강전설 강해효,https://shared-comic.pstatic.net/thumb/webtoon/570506/10/inst_thumbnail_20130911182614.jpg,10화,https://comic.naver.com/webtoon/detail?titleId=570506&no=10&weekday=thu,6,0.99971706
90,90,프리드로우,https://shared-comic.pstatic.net/thumb/webtoon/597447/1/inst_thumbnail_20131101182040.jpg,프롤로그,https://comic.naver.com/webtoon/detail?titleId=597447&no=1&weekday=sat,2,1.0
91,91,프리드로우,https://shared-comic.pstatic.net/thumb/webtoon/597447/2/inst_thumbnail_20131108104241.jpg,제1화 등굣길,https://comic.naver.com/webtoon/detail?titleId=597447&no=2&weekday=sat,0,0.9970868
92,92,프리드로우,https://shared-comic.pstatic.net/thumb/webtoon/597447/3/inst_thumbnail_20131115140603.jpg,제2화 도봉산 4대천왕,https://comic.naver.com/webtoon/detail?titleId=597447&no=3&weekday=sat,0,0.9999944
93,93,프리드로우,https://shared-comic.pstatic.net/thumb/webtoon/597447/4/inst_thumbnail_20131122153604.jpg,제3화 첫 날의 굴욕,https://comic.naver.com/webtoon/detail?titleId=597447&no=4&weekday=sat,4,1.0
94,94,프리드로우,https://shared-comic.pstatic.net/thumb/webtoon/597447/5/inst_thumbnail_20131129114934.jpg,제4화 작심일일,https://comic.naver.com/webtoon/detail?titleId=597447&no=5&weekday=sat,0,0.96870774
95,95,프리드로우,https://shared-comic.pstatic.net/thumb/webtoon/597447/6/inst_thumbnail_20131205164948.jpg,제5화 터닝 포인트,https://comic.naver.com/webtoon/detail?titleId=597447&no=6&weekday=sat,17,0.9995691
96,96,프리드로우,https://shared-comic.pstatic.net/thumb/webtoon/597447/7/inst_thumbnail_20131213192548.jpg,제6화 샤벨타이거,https://comic.naver.com/webtoon/detail?titleId=597447&no=7&weekday=sat,15,0.9999405
97,97,프리드로우,https://shared-comic.pstatic.net/thumb/webtoon/597447/8/inst_thumbnail_20131220122339.jpg,제7화 구하린,https://comic.naver.com/webtoon/detail?titleId=597447&no=8&weekday=sat,17,0.62338716
98,98,프리드로우,https://shared-comic.pstatic.net/thumb/webtoon/597447/10/inst_thumbnail_20131226185156.jpg,제8화 투블럭 트리오,https://comic.naver.com/webtoon/detail?titleId=597447&no=10&weekday=sat,17,0.999946
99,99,프리드로우,https://shared-comic.pstatic.net/thumb/webtoon/597447/11/inst_thumbnail_20140103120348.jpg,제9화 트러블의 시작,https://comic.naver.com/webtoon/detail?titleId=597447&no=11&weekday=sat,0,0.9673996
100,100,평범한 8반,https://shared-comic.pstatic.net/thumb/webtoon/597478/1/inst_thumbnail_20131101201001.jpg,프롤로그,https://comic.naver.com/webtoon/detail?titleId=597478&no=1&weekday=mon,11,0.99999976
101,101,평범한 8반,https://shared-comic.pstatic.net/thumb/webtoon/597478/2/inst_thumbnail_20131108201608.jpg,01화_ 반갑다 친구야,https://comic.naver.com/webtoon/detail?titleId=597478&no=2&weekday=mon,1,1.0
102,102,평범한 8반,https://shared-comic.pstatic.net/thumb/webtoon/597478/3/inst_thumbnail_20131115145723.jpg,02화_ 뭘 봐?!,https://comic.naver.com/webtoon/detail?titleId=597478&no=3&weekday=mon,1,1.0
103,103,평범한 8반,https://shared-comic.pstatic.net/thumb/webtoon/597478/4/inst_thumbnail_20131122205517.jpg,"03화_ 안녕, 전학생",https://comic.naver.com/webtoon/detail?titleId=597478&no=4&weekday=mon,2,0.99492055
104,104,평범한 8반,https://shared-comic.pstatic.net/thumb/webtoon/597478/5/inst_thumbnail_20131129194239.jpg,04화_ 절대로 그들에게 놀라서는 안돼,https://comic.naver.com/webtoon/detail?titleId=597478&no=5&weekday=mon,2,1.0
105,105,평범한 8반,https://shared-comic.pstatic.net/thumb/webtoon/597478/6/inst_thumbnail_20131206195658.jpg,05화_ 제발 그만해,https://comic.naver.com/webtoon/detail?titleId=597478&no=6&weekday=mon,3,0.5821135
106,106,평범한 8반,https://shared-comic.pstatic.net/thumb/webtoon/597478/7/inst_thumbnail_20131213224201.jpg,06화_ 내꺼야,https://comic.naver.com/webtoon/detail?titleId=597478&no=7&weekday=mon,2,0.9999968
107,107,평범한 8반,https://shared-comic.pstatic.net/thumb/webtoon/597478/8/inst_thumbnail_20131222225230.jpg,07화_ 그들의 등교,https://comic.naver.com/webtoon/detail?titleId=597478&no=8&weekday=mon,1,0.99702483
108,108,평범한 8반,https://shared-comic.pstatic.net/thumb/webtoon/597478/9/inst_thumbnail_20131229184329.jpg,08화_ 정열의 미술시간,https://comic.naver.com/webtoon/detail?titleId=597478&no=9&weekday=mon,2,0.99999976
109,109,평범한 8반,https://shared-comic.pstatic.net/thumb/webtoon/597478/10/inst_thumbnail_20140105220904.jpg,09화_ 한은지 관찰기 01,https://comic.naver.com/webtoon/detail?titleId=597478&no=10&weekday=mon,2,0.9999993
110,110,윈드브레이커,https://shared-comic.pstatic.net/thumb/webtoon/602910/1/inst_thumbnail_20131206195920.jpg,00화,https://comic.naver.com/webtoon/detail?titleId=602910&no=1&weekday=mon,19,0.9999994
111,111,윈드브레이커,https://shared-comic.pstatic.net/thumb/webtoon/602910/2/inst_thumbnail_20131213221443.jpg,01화,https://comic.naver.com/webtoon/detail?titleId=602910&no=2&weekday=mon,0,0.9999989
112,112,윈드브레이커,https://shared-comic.pstatic.net/thumb/webtoon/602910/3/inst_thumbnail_20131220211707.jpg,02화,https://comic.naver.com/webtoon/detail?titleId=602910&no=3&weekday=mon,1,0.97715956
113,113,윈드브레이커,https://shared-comic.pstatic.net/thumb/webtoon/602910/4/inst_thumbnail_20131227210841.jpg,03화,https://comic.naver.com/webtoon/detail?titleId=602910&no=4&weekday=mon,0,1.0
114,114,윈드브레이커,https://shared-comic.pstatic.net/thumb/webtoon/602910/5/inst_thumbnail_20140103202620.jpg,04화,https://comic.naver.com/webtoon/detail?titleId=602910&no=5&weekday=mon,17,0.99999905
115,115,윈드브레이커,https://shared-comic.pstatic.net/thumb/webtoon/602910/6/inst_thumbnail_20140110213638.jpg,05화,https://comic.naver.com/webtoon/detail?titleId=602910&no=6&weekday=mon,0,0.5702767
116,116,윈드브레이커,https://shared-comic.pstatic.net/thumb/webtoon/602910/7/inst_thumbnail_20140117202430.jpg,06화,https://comic.naver.com/webtoon/detail?titleId=602910&no=7&weekday=mon,0,0.99652255
117,117,윈드브레이커,https://shared-comic.pstatic.net/thumb/webtoon/602910/8/inst_thumbnail_20140124112028.jpg,07화,https://comic.naver.com/webtoon/detail?titleId=602910&no=8&weekday=mon,8,0.9223945
118,118,윈드브레이커,https://shared-comic.pstatic.net/thumb/webtoon/602910/9/inst_thumbnail_20140202180354.jpg,08화,https://comic.naver.com/webtoon/detail?titleId=602910&no=9&weekday=mon,2,1.0
119,119,윈드브레이커,https://shared-comic.pstatic.net/thumb/webtoon/602910/10/inst_thumbnail_20140207101504.jpg,09화,https://comic.naver.com/webtoon/detail?titleId=602910&no=10&weekday=mon,2,0.9999865
120,120,칼부림,https://shared-comic.pstatic.net/thumb/webtoon/602916/1/inst_thumbnail_20131204153622.jpg,프롤로그,https://comic.naver.com/webtoon/detail?titleId=602916&no=1&weekday=wed,3,0.9991352
121,121,칼부림,https://shared-comic.pstatic.net/thumb/webtoon/602916/2/inst_thumbnail_20131211154913.jpg,1화 폭풍전야,https://comic.naver.com/webtoon/detail?titleId=602916&no=2&weekday=wed,3,0.997486
122,122,칼부림,https://shared-comic.pstatic.net/thumb/webtoon/602916/3/inst_thumbnail_20131218155333.jpg,2화 감히...,https://comic.naver.com/webtoon/detail?titleId=602916&no=3&weekday=wed,19,0.99912256
123,123,칼부림,https://shared-comic.pstatic.net/thumb/webtoon/602916/4/inst_thumbnail_20131225224053.jpg,3화 새벽의 끝,https://comic.naver.com/webtoon/detail?titleId=602916&no=4&weekday=wed,7,0.99514455
124,124,칼부림,https://shared-comic.pstatic.net/thumb/webtoon/602916/5/inst_thumbnail_20131230211315.jpg,4화 새로운 세상,https://comic.naver.com/webtoon/detail?titleId=602916&no=5&weekday=wed,7,0.9985057
125,125,칼부림,https://shared-comic.pstatic.net/thumb/webtoon/602916/6/inst_thumbnail_20140108144622.jpg,5화 응어리,https://comic.naver.com/webtoon/detail?titleId=602916&no=6&weekday=wed,15,0.99998903
